Mod:Item:MetaData, Localized Name
dynamictreesbop:jacarandaseed, Jacaranda Pod
dynamictreesbop:redwoodbranch, Redwood Tree
dynamictreesbop:redwoodbranchx, tile.dynamictreesbop:redwoodbranchx.name
dynamictreesbop:redwoodseed, Redwood Cone
dynamictreesbop:willowbranch, Willow Tree
dynamictreesbop:willowseed, Willow Catkin
dynamictreesbop:hellbarkbranch, Hellbark Tree
dynamictreesbop:hellbarkseed, Hellish Acorn
dynamictreesbop:pinebranch, Pine Tree
dynamictreesbop:pineseed, Pine Cone
dynamictreesbop:palmbranch, Palm Tree
dynamictreesbop:palmseed, Palm Seed
dynamictreesbop:mahoganybranch, Mahogany Tree
dynamictreesbop:mahoganyseed, Mahogany Pod
dynamictreesbop:mangrovebranch, Mangrove Tree
dynamictreesbop:mangroveseed, Mangrove Propagule
dynamictreesbop:ebonybranch, Ebony Tree
dynamictreesbop:ebonyseed, Ebony Pod
dynamictreesbop:bamboobranch, Bamboo Tree
dynamictreesbop:bambooseed, Bamboo Shoot
dynamictreesbop:eucalyptusbranch, Eucalyptus Tree
dynamictreesbop:eucalyptusseed, Eucalyptus Capsule
dynamictreesforestry:oakseed, Apple Oak Pip
dynamictreesforestry:birchseed, Silver Birch Catkin
dynamictreesforestry:spruceseed, Red Spruce Cone
dynamictreesforestry:jungleseed, Bright Jungle Pod
dynamictreesforestry:darkoakseed, Stout Dark Oak Acorn
dynamictreesforestry:acaciaseed, Savanna Acacia Seed
dynamictreesforestry:silverlimebranch, Silver Lime Tree
dynamictreesforestry:silverlimebranchx, tile.dynamictreesforestry:silverlimebranchx.name
dynamictreesforestry:silverlimeseed, Silver Lime Seed
dynamictreesforestry:walnutbranch, Common Walnut Tree
dynamictreesforestry:walnutbranchx, tile.dynamictreesforestry:walnutbranchx.name
dynamictreesforestry:walnutseed, Germinated Walnut
dynamictreesforestry:chestnutbranch, Sweet Chestnut Tree
dynamictreesforestry:chestnutbranchx, tile.dynamictreesforestry:chestnutbranchx.name
dynamictreesforestry:chestnutseed, Germinated Chestnut
dynamictreesforestry:cherrybranch, Hill Cherry Tree
dynamictreesforestry:cherryseed, Hill Cherry Stone
dynamictreesforestry:lemonbranch, Lemon Tree
dynamictreesforestry:lemonseed, Lemon Pips
dynamictreesforestry:plumbranch, Plum Tree
dynamictreesforestry:plumseed, Plum Stone
dynamictreesforestry:maplebranch, Sugar Maple Tree
dynamictreesforestry:mapleseed, Sugar Maple Samara
dynamictreesforestry:larchbranch, Mundane Larch Tree
dynamictreesforestry:larchseed, Mundane Larch Cone
dynamictreesforestry:bullpinebranch, Bull Pine Tree
dynamictreesforestry:bullpineseed, Bull Pine Cone
dynamictreesforestry:coastsequoiabranch, Coast Sequoia Tree
dynamictreesforestry:coastsequoiaseed, Coast Sequoia Cone
dynamictreesforestry:teakbranch, Teak Tree
dynamictreesforestry:teakseed, Teak Seed
dynamictreesforestry:ipebranch, Ipe Tree
dynamictreesforestry:ipebranchx, tile.dynamictreesforestry:ipebranchx.name
dynamictreesforestry:ipeseed, Ipe Pods
dynamictreesforestry:kapokbranch, Kapok Tree
dynamictreesforestry:kapokbranchx, tile.dynamictreesforestry:kapokbranchx.name
dynamictreesforestry:kapokseed, Kapok Pod
dynamictreesforestry:ebonybranch, Myrtle Ebony Tree
dynamictreesforestry:ebonyseed, Myrtle Ebony Pod
dynamictreesforestry:zebrawoodbranch, Zebrawood Tree
dynamictreesforestry:zebrawoodbranchx, tile.dynamictreesforestry:zebrawoodbranchx.name
dynamictreesforestry:zebrawoodseed, Zebrawood Seed
dynamictreesforestry:merantibranch, Yellow Meranti Tree
dynamictreesforestry:merantibranchx, tile.dynamictreesforestry:merantibranchx.name
dynamictreesforestry:merantiseed, Yellow Meranti Pod
dynamictreesforestry:desertacaciabranch, Desert Acacia Tree
dynamictreesforestry:desertacaciaseed, Desert Acacia Seed
dynamictreesforestry:padaukbranch, Padauk Tree
dynamictreesforestry:padaukseed, Padauk Pod
dynamictreesforestry:balsabranch, Balsa Tree
dynamictreesforestry:balsaseed, Balsa Pod
dynamictreesforestry:cocobolobranch, Cocobolo Tree
dynamictreesforestry:cocoboloseed, Cocobolo Pod
dynamictreesforestry:wengebranch, Wenge Tree
dynamictreesforestry:wengebranchx, tile.dynamictreesforestry:wengebranchx.name
dynamictreesforestry:wengeseed, Wenge Seed
dynamictreesforestry:baobabbranch, Grandidier's Baobab Tree
dynamictreesforestry:baobabbranchx, tile.dynamictreesforestry:baobabbranchx.name
dynamictreesforestry:baobabseed, Grandidier's Baobab Seed
dynamictreesforestry:mahoebranch, Blue Mahoe Tree
dynamictreesforestry:mahoeseed, Blue Mahoe Pod
dynamictreesforestry:willowbranch, White Willow Tree
dynamictreesforestry:willowseed, White Willow Catkin
dynamictreesforestry:sipiribranch, Sipiri Tree
dynamictreesforestry:sipiribranchx, tile.dynamictreesforestry:sipiribranchx.name
dynamictreesforestry:sipiriseed, Sipiri Seed
dynamictreesforestry:papayabranch, Papaya Tree
dynamictreesforestry:papayaseed, Papaya Seeds
dynamictreesforestry:palmbranch, Date Palm Tree
dynamictreesforestry:palmseed, Date Seed
dynamictreesforestry:poplarbranch, White Poplar Tree
dynamictreesforestry:poplarseed, White Poplar Catkin
dynamictreesic2:rubbericbranchempty, Rubber Tree
dynamictreesic2:rubbericbranchfilled, Rubber Tree
dynamictreesic2:rubbericbranch, Rubber Tree
dynamictreesic2:rubbericseed, Rubber Pod
dynamictreesphc:papayaseed, Papaya Seeds
dynamictreesphc:cherryseed, Cherry Stone
dynamictreesphc:figseed, Fig Seeds
dynamictreesphc:soursopseed, Soursop Seed
dynamictreesphc:rambutanseed, Rambutan Seed
dynamictreesphc:jackfruitseed, Jackfruit Seed
dynamictreesphc:lemonseed, Lemon Pips
dynamictreesphc:pearseed, Pear Pip
dynamictreesphc:oliveseed, Olive Pits
dynamictreesphc:spiderwebseed, Infested Oak Acorn
dynamictreesphc:grapefruitseed, Grapefruit Pips
dynamictreesphc:pomegranateseed, Pomegranate Seeds
dynamictreesphc:cashewseed, Germinated Cashew
dynamictreesphc:vanillabeanseed, Vanilla Seeds
dynamictreesphc:starfruitseed, Starfruit Pips
dynamictreesphc:bananaseed, Banana Tree Sucker
dynamictreesphc:plumseed, Plum Stone
dynamictreesphc:avocadoseed, Avocado Pit
dynamictreesphc:pecanseed, Germinated Pecan
dynamictreesphc:pistachioseed, Germinated Pistachio
dynamictreesphc:hazelnutseed, Germinated Hazelnut
dynamictreesphc:limeseed, Lime Pips
dynamictreesphc:peppercornseed, Peppercorn Seeds
dynamictreesphc:almondseed, Germinated Almond
dynamictreesphc:gooseberryseed, Gooseberry Seeds
dynamictreesphc:peachseed, Peach Stone
dynamictreesphc:chestnutseed, Germinated Chestnut
dynamictreesphc:pawpawseed, Pawpaw Seed
dynamictreesphc:coconutseed, Coconut
dynamictreesphc:mangoseed, Mango Seed
dynamictreesphc:apricotseed, Apricot Stone
dynamictreesphc:orangeseed, Orange Pips
dynamictreesphc:walnutseed, Germinated Walnut
dynamictreesphc:lycheeseed, Lychee Seed
dynamictreesphc:persimmonseed, Persimmon Pips
dynamictreesphc:guavaseed, Guava Seeds
dynamictreesphc:breadfruitseed, Breadfruit Seed
dynamictreesphc:nutmegseed, Germinated Nutmeg
dynamictreesphc:durianseed, Durian Seed
dynamictreesphc:tamarindseed, Tamarind Seed
dynamictreesphc:paperbarkcutbranch, Paper Bark Tree
dynamictreesphc:passionfruitseed, Passionfruit Seeds
dynamictreesphc:passionfruit_vine, Passionfruit Vines
dynamictreesphc:peppercornripeitem, Ripe Peppercorn
dynamictreesphc:cinnamonbranch, Cinnamon Tree
dynamictreesphc:cinnamonseed, Cinnamon Tree Seed
dynamictreesphc:maplebranch, Maple Tree
dynamictreesphc:mapleseed, Maple Samara
dynamictreesphc:paperbarkbranch, Paper Bark Tree
dynamictreesphc:paperbarkseed, Paperbark Tree Seeds
dynamictreesphc:palmbranch, Palm Tree
dynamictreesphc:dateseed, Date Seed
dynamictreesphc:dragonfruitbranch, Dragonfruit Cactus
dynamictreesphc:dragonfruitseed, Dragonfruit Seeds
dynamictreesquark:blossomingbranch, Blossoming Tree
dynamictreesquark:blossomingseed, Blossoming Tree Stone
dynamictreesquark:swampoakbranch, Swamp Oak Tree
dynamictreesquark:swampoakseed, Swamp Oak Acorn
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
dynamictreestc:greatwoodbranch, Dynamic Greatwood Tree
dynamictreestc:greatwoodbranchx, tile.dynamictreestc:greatwoodbranchx.name
dynamictreestc:greatwoodseed, Greatwood Seed
dynamictreestc:silverwoodbranch, Dynamic Silverwood Tree
dynamictreestc:silverwoodbranchx, tile.dynamictreestc:silverwoodbranchx.name
dynamictreestc:silverwoodseed, Silverwood Seed
energycontrol:block_light:0, White Lamp
energycontrol:block_light:2, Orange Lamp
energycontrol:howler_alarm, Howler Alarm
energycontrol:industrial_alarm, Industrial Alarm
energycontrol:thermal_monitor, Thermal Monitor
energycontrol:info_panel, Industrial Information Panel
energycontrol:info_panel_extender, Information Panel Extender
energycontrol:info_panel_advanced, Advanced Information Panel
energycontrol:info_panel_advanced_extender, Advanced Panel Extender
energycontrol:range_trigger, Range Trigger
energycontrol:remote_thermo, Remote Thermal Monitor
energycontrol:average_counter, Average Counter
energycontrol:energy_counter, Energy Counter
energycontrol:kit_assembler, Kit Assembler
energycontrol:afsu, AFSU
energycontrol:seed_analyzer, Seed Analyzer
energycontrol:seed_library, Seed Library
energycontrol:timer, Timer
energycontrol:item_upgrade:0, Range Upgrade
energycontrol:item_upgrade:1, Color Upgrade
energycontrol:item_upgrade:2, Touch Screen Upgrade
